FILMID,COMPANYID
21189,11950
21189,11951
287278,344
340663,48279
287280,42856
287280,14280
287280,42857
340676,9111
340676,11199
340676,16259
340676,48663
340676,51696
340676,79343
340676,104
340676,94
287287,619
287284,15187
287284,107458
211885,8266
340726,110748
34068,4606
34068,5869
34068,22684
34068,16366
34068,104
34068,356
28729,3166
21191,1719
21191,89636
21191,14635
287292,4606
287293,1586
287290,33
211911,12624
211932,25
211966,10845
34069,26029
34069,26027
34069,26025
34069,5564
34069,823
34069,26026
34069,42145
211917,13651
211917,7588
211922,344
211923,582
211923,16002
288006,4606
340713,4
211926,45465
287295,162
211928,10845
340729,111138
21193,1549
21193,7961
21193,28766
287297,1716
287300,2048
340735,117094
28730,7429
288216,13983
288340,18908
288489,29443
21194,3928
287302,3391
287302,4606
287303,29165
287304,30234
211972,64169
211972,27706
211972,4294
34075,3166
288719,619
211974,3760
21198,1370
21198,616
21198,591
211987,46675
288939,31102
340758,5094
343170,46167
340771,36866
211992,70439
211992,15346
212,174
289167,96439
289167,1704
287316,74
287316,4606
212004,1009
212004,12866
344016,11244
340774,90550
28732,16835
28732,826
28732,285
212008,86102
287322,43808
340789,16636
212050,5080
289885,12994
289885,46
289912,1478
34079,5408
212026,3086
28733,14960
287330,22520
290043,4606
290043,11237
287331,22520
212049,32413
28734,24271
28734,4705
340792,10943
340792,76517
28735,1950
340801,602
346199,46
287354,5488
34081,5407
290866,18692
212057,16021
291088,32448
287356,30259
212060,4056
287380,18324
287382,26778
287357,1374
287357,10453
340816,69292
212062,4056
340830,21532
34082,5409
212063,25582
287360,10284
340821,602
212065,53592
212065,3431
300072,12372
287362,30264
212067,3431
397248,3094
34083,5411
34083,5412
34083,5413
287363,3389
287363,20692
212069,87751
340832,7680
340832,6279
340832,53711
340841,15316
340845,22123
287369,57566
28737,4063
28737,16953
212072,6219
212074,280
34084,5410
287376,1704
287377,26093
262255,7201
262255,23504
34086,9195
34086,10282
287378,26093
287378,2122
212077,22096
212077,13773
324647,48266
28738,89944
212078,4898
340860,5
340865,45686
212083,20358
287397,16068
340868,69102
340868,53243
340868,68552
28742,360
28742,137608
28742,83670
28742,26821
287465,1704
287467,29165
34088,5414
212090,29743
340881,23749
340896,19289
340896,793
340896,1245
340896,11244
340993,24554
287390,76044
287390,2059
287390,2111
287391,1987
21210,17362
21210,3118
340886,53746
212110,29743
34089,5415
340894,4395
287403,192
28741,1360
306886,487
212128,5153
287404,7201
212136,31131
212136,4960
287415,15822
287415,45859
291493,46
34090,4312
212143,10330
34092,1259
287420,5632
287420,2884
212156,53787
212156,5887
328999,7886
212161,3153
292244,29442
287426,39707
287426,38284
340920,4375
212173,54544
212173,125669
287438,7448
34093,875
383904,73466
21220,3929
21220,9195
446488,32996
340955,55271
340955,13121
28744,1680
28744,17194
212222,10473
340956,7847
340959,955
293388,4606
212231,3019
212231,5218
212231,12876
311052,31131
311052,2101
340961,12786
340961,68231
340961,10793
287443,18375
340962,7588
340971,53789
340971,53790
340971,49969
287451,27481
212250,16046
212255,174
294623,33826
34098,13534
34098,10348
34099,57346
34099,28523
212257,2231
212257,3559
212257,6189
212277,39224
287462,30336
287462,2021
340991,133725
340996,33
212291,6
287469,30341
287469,30342
287469,30343
287470,7024
287472,30346
287472,30347
212300,3094
341,189
341,190
3410,1385
212304,31131
212304,20970
287471,7201
287471,680
287471,209
341001,54340
287473,20846
287473,1131
341002,34401
287474,3677
341005,87024
341005,90999
287475,12994
23603,4239
23603,973
23603,16791
236035,11661
34101,9118
341011,882
341011,4766
341017,2535
341017,53813
236048,5480
341024,3324
23606,78667
23606,567
23606,882
287484,17414
287484,17413
341028,1221
287486,6339
23608,10845
435860,85621
287491,155
23609,868
23609,5659
2361,7636
2361,44402
2361,44403
2361,83
2361,18973
2361,324
287493,52900
287499,6808
23610,6701
28750,1314
34106,5
357187,3288
357187,1393
236109,174
236109,8298
236126,21
357864,18161
357864,10636
287500,30365
287500,30366
287501,55301
358556,62705
287503,3389
287503,20692
287503,55669
287503,92588
287503,92589
287503,48577
23613,528
287505,33168
287505,20916
341077,70879
341077,19638
341077,62265
341077,31787
341077,564
34108,5560
287507,1719
287507,9980
287507,15072
287507,37159
287507,62721
287507,5439
287507,299
28751,10399
28751,10937
28752,1314
45975,5447
236132,21
287523,30380
287523,19249
287523,275
287523,38024
341102,1478
287524,16839
287524,3347
287524,18890
287525,30382
621510,121472
341099,28931
341099,1251
236137,21
621947,13587
287526,30383
287530,3324
287539,602
3411,21
287527,30384
508556,11302
341100,10473
23614,11094
660240,51748
236143,21
28753,33
562524,130452
236144,4141
236146,941
236147,21
23615,4240
287554,602
625878,31285
34113,898
341135,114583
341135,17566
28755,6
236165,8298
287559,5488
287566,11994
287566,999
287566,1603
535933,12420
287567,30432
28757,56615
53667,18789
23618,4319
23618,14152
23618,746
23618,4
23619,1131
236191,134798
4659,10437
595364,25484
236194,134798
236195,134798
466555,2902
287573,33
669097,17786
341150,21
341153,67162
236197,8298
236197,174
341237,94263
287583,1793
287583,91557
287583,91556
28760,1812
250714,2328
250714,4606
283344,162
336186,51375
285037,2328
285084,46
186685,11244
285574,25271
285574,4606
285914,29448
286376,9291
286833,9291
286966,619
340426,25350
287288,46
287400,30283
287658,404
287830,2048
342050,2159
288492,162
288653,30950
288949,2021
289061,31174
289061,162
289234,1704
289355,23451
289889,27899
289917,31531
290489,19844
346089,17087
299167,36422
299167,4796
395274,31547
357664,4606
396606,3094
399516,48266
381589,78205
444601,1679
30828,43464
329665,42272
426731,28722
266380,5754
293394,21932
293933,20521
268419,26929
268697,4606
452048,36191
297231,35164
317460,3245
356338,61808
505441,32560
587459,101523
531999,21
561758,9027
535494,344
627685,26290
539088,12617
539469,33
470173,93468
675825,129541
675825,2683
575476,16898
476140,94994
476816,94547
476816,94548
612543,5488
58262,22173
480378,1282
483386,74015
476140,94994
476816,94547
476816,94548
470173,93468
473276,18056
429502,84238
74543,10845
650728,36920
614527,4213
741948,51083
613845,30020
68859,3324
553537,21
69824,10845
687567,93585
552574,131799
479653,95791
479653,95792
479653,95791
479653,95792
523939,81698
646591,23372
401554,19066
478106,305
478106,305
648716,137032
612178,6
525866,3794
522899,20782
476823,73579
552315,5958
614102,21594
686144,4606
480029,1221
610692,17620
480029,1221
475739,63904
609410,41183
577160,5488
577167,72169
642252,124462
475739,63904
550510,82742
520611,100313
547374,108697
547384,108701
473276,18056
475314,94823
473721,85256
67921,1105
67921,7237
473721,85256
680054,10932
606971,14537
546135,65538
471844,137510
471844,137510
603096,64715
67419,77182
67419,1293
544329,45240
544338,26435
675832,1583
633515,122037
633974,33333
541773,45461
47267,29587
469729,106201
469729,106201
570793,4
468664,10779
633122,880
47267,29587
472347,94116
472347,981
630673,7382
543155,83059
66922,2126
514867,3166
539094,130103
628638,13644
565969,9335
537001,106831
539475,11359
536490,55763
513280,192
666926,37772
465402,7
465402,7
568636,8893
514029,16675
627941,98108
463992,45724
592676,55649
635035,30098
635035,123520
535528,4
62458,641
535831,22642
535831,71436
623321,1442
536338,3094
65958,23871
65958,4765
462584,91540
463122,3324
463122,3324
533184,5488
66237,95219
625695,39665
532569,106100
532572,46970
621821,46645
561530,2677
626621,70234
564460,56809
589512,11892
622178,6197
460158,91014
463992,45724
621316,111049
658784,296
65445,7870
460158,91014
462021,91418
462021,91418
462033,91421
655854,6728
655856,82203
559248,14550
530314,192
558794,344
620173,19384
529387,14032
659943,66331
659943,2902
65723,42420
657232,126730
657232,63210
617592,31789
585958,88391
585716,588
555221,37666
458209,15730
458210,84391
653603,118537
531174,105834
458596,77738
653988,1730
318496,174
374193,9369
435001,12420
355793,487
415002,48266
415530,51108
456502,5586
456873,90156
507238,2424
507238,77944
457266,90245
457277,90246
413404,80869
372008,7926
454609,124
314920,5094
432733,42122
373916,70615
373916,70616
373937,90038
433649,17511
316100,23372
431159,84484
431159,21641
268519,1626
313900,75903
410704,18906
410706,46
314312,13133
314328,5822
455687,3400
389146,29449
390216,2159
353809,102087
268214,22123
433328,602
38869,1829
409391,13555
430753,22520
369509,3391
388176,19599
270264,1478
294931,33914
38840,5728
369230,104800
430420,47411
387068,78536
295267,12372
429503,20155
429504,20155
428960,2159
294232,33732
427790,41917
266587,4148
292993,33166
293936,7348
293940,2156
429261,4853
294425,2120
266824,122270
449153,72199
407361,74860
385449,1432
330079,15175
406364,48266
292794,13983
446498,50577
427197,83650
291987,2159
291988,2159
407111,18789
292422,46
265717,2683
308725,48362
292253,619
291821,4606
444867,107808
291509,30214
264950,1548
264950,6187
264952,30060
291627,3391
291627,4606
425399,24143
264670,26093
426176,76217
426024,90771
291365,12372
425211,2328
425211,4606
306984,16101
265261,15274
7462,2249
701600,487
703873,41184
747449,42670
264504,2002
402990,78344
424856,81902
306720,2077
402293,78147
264842,114431
445722,130641
426732,83533
362767,92870
292162,32829
326388,47558
425667,23372
327353,8955
363463,10206
363481,529
279553,26353
279020,16636
380947,36191
422318,15969
422725,36303
422728,4795
401571,97197
305375,88892
262505,4
400308,4606
379669,72527
305705,2013
278812,602
401961,63483
361127,5822
399307,89336
378700,16213
399780,3094
360622,63721
324152,28982
378879,8402
37806,25894
381601,13131
397903,76960
397903,76961
398693,77200
398693,602
360352,17217
360354,63590
438384,880
399518,74064
262272,5229
275648,60961
324416,107613
359671,23531
301580,36986
321794,4606
321794,94040
323331,45736
437587,73071
260189,21168
376156,81961
300354,7024
260002,371
436628,78318
395292,4
275272,22381
275272,83
300869,12372
437869,85932
358515,13735
346096,23372
358172,235
290737,12372
290741,29547
289456,24060
290275,23372
396988,3094
343385,8481
288657,12372
289356,4606
289360,31311
287659,4606
343663,1812
289236,4606
289247,31253
288860,29448
342961,680
288954,7024
287832,162
287836,4225
287102,4606
236746,16046
211228,7131
211228,792
289065,72373
338328,99231
338328,99232
236310,52658
286378,18324
338062,124
285811,12372
286836,29384
286838,1391
187934,132961
288141,13983
286968,334
286973,29530
286035,29527
285577,46
337404,2
337425,8409
285395,1131
288009,6904
287289,4606
285086,46
211908,10845
288223,4606
185849,100649
185849,76873
339424,9023
339424,21932
339426,17343
286529,28245
337541,3324
335083,882
285451,18324
187030,5798
183716,4606
183716,740
288347,18767
288349,2328
285039,1775
288496,7201
182040,75565
334459,13973
285916,29450
180744,1479
1839,759
183169,6
336187,16675
336187,51384
281675,4606
333884,112624
333884,112625
331997,49171
283267,28138
281000,24234
281773,12937
330715,1251
280419,26707
209192,4760
281346,14975
180325,88323
331398,2091
284563,7201
250719,12360
256359,29508
254185,162
207955,15548
249149,19356
19797,65658
149438,64728
210221,57526
281676,27327
168563,135816
283612,7201
335688,11897
285046,7201
285090,29059
337267,24101
337483,52129
285591,1251
285591,28931
286037,29528
187983,58912
286386,602
339428,191
286725,7348
286839,12372
286979,30057
287134,18324
287306,24234
236748,16046
288018,4606
341925,694
288660,30187
342808,69888
288862,7024
288955,4606
343391,5
289249,585
343870,4213
344831,22123
290148,12372
290496,19844
290744,31178
2382,249
416931,69770
259771,602
300874,619
438156,52025
441594,86517
380352,5137
442271,2060
306744,344
444388,12372
292028,8583
445539,111815
445539,111816
365398,66408
292423,1626
405742,3324
407112,18789
429511,12372
409397,5
431258,3324
432734,100606
357271,42155
58543,1042
556936,52532
617880,6
462046,1081
624753,52057
463681,7437
663110,113519
631568,21753
472358,94116
472358,981
518959,85341
574718,48491
477382,3668
613859,3202
480843,16210
482467,13000
74195,4645
484182,127984
486761,97272
484633,5
484640,5
48248,4753
479655,95793
479655,95793
69913,58966
480101,305
480113,1221
55405,86175
55405,2606
55405,94
612848,120270
612890,105286
551490,16844
480101,305
6501,27327
579659,114311
579673,10473
614622,120621
612188,97201
684469,48217
553560,42858
550137,22158
522934,4205
522972,112925
611827,120141
478166,230
478174,31052
478174,2067
526965,83876
478439,95532
583111,14186
478439,95532
475337,16675
475337,16675
577920,602
643500,121216
521846,104079
547401,31052
576391,138254
607950,86094
520366,14277
577169,33
473363,4978
473363,4978
476503,33
476200,3324
522579,104265
549145,1251
472358,94116
472358,981
680097,1242
680097,130022
51964,1479
681713,124
476200,3324
463681,7437
545768,33
520009,5822
6359,2071
644008,9185
51796,4673
542222,13121
637222,8273
603184,24296
633976,711
633976,7382
469931,11244
469931,11244
516649,75574
516649,67486
5728,1964
672390,1728
540152,31841
540152,12372
468673,72199
46868,157
468673,72199
468952,97272
470235,6197
604059,118682
568647,102622
675250,632
543162,83059
541105,1467
631999,882
600519,33
63070,1664
676592,44476
595972,71720
595993,127869
6703,2125
670325,39134
466362,95868
668622,28514
467707,92808
467707,92808
466362,95868
599109,22123
629942,17018
748439,1459
704114,18199
86602,51632
487380,115535
536759,5822
565984,602
595106,174
536042,106673
536044,31135
536044,106674
536044,101447
665953,133841
66766,7640
630353,13644
511413,11613
511415,31684
511415,13566
592682,94315
564134,5822
512279,17458
512279,102196
535840,22642
535840,71436
464697,92073
593120,63460
5938,2417
598295,4395
472359,94116
472359,981
463698,344
463698,344
536346,1763
665124,5822
462057,91424
508960,101642
462057,91424
511886,101500
462397,12617
563731,955
6592,2111
561541,84627
532573,344
532575,69943
4245,1609
533532,2552
657813,1931
462397,12617
6210,2048
533233,3245
533253,641
463215,14128
587898,115854
621868,59942
621872,33733
655317,7193
5599,602
621318,43404
558171,14241
617884,33
659723,7201
659723,1251
585430,880
508663,1138
508671,71883
617309,121057
617310,67668
588488,80451
653329,7353
65446,67688
463215,14128
505447,210
415825,7159
458638,130545
456549,44089
456549,16643
503794,84113
355870,134688
460160,91016
556015,22520
61681,7009
393839,82583
559254,93650
559254,119350
616070,76383
454703,8521
454703,981
353239,7869
354305,174
435016,5488
435020,38916
355098,4977
315845,33
455718,78955
297891,619
317482,43852
315610,42896
272132,5104
356551,1432
39097,27812
371705,91158
555271,5822
296451,8893
269767,6762
454251,8100
452600,85990
351221,1221
370211,68814
432747,5497
315407,42769
433990,12268
433990,15330
316110,4974
316110,1501
415543,7869
413023,792
432324,1931
296070,4606
389720,61786
295755,7448
295756,7448
314012,29729
295167,4606
433339,18692
433339,46
369863,12920
29494,4957
431013,602
268560,72438
433068,5822
372037,23372
451721,9032
295496,162
295497,162
387543,13905
430150,13968
449729,6181
348749,58164
449175,6177
369510,33
348554,12175
267545,21978
408664,4
408673,5794
386816,8970
429517,2864
312105,88072
293961,1478
448545,85256
429955,12372
429266,84172
428981,12950
293396,23451
292996,2328
406370,48266
446505,643
293252,86245
385235,4300
405743,3324
427880,1310
447227,14599
267216,98944
266045,10339
266594,1946
407113,18789
292256,29531
428086,83858
330277,9023
269020,30950
266415,1021
266415,42272
266416,1795
426733,83533
430442,76371
365087,15175
404571,46645
329232,15730
308368,29657
292163,18908
293618,7448
264969,1651
383522,17038
364673,27693
291824,46
307539,15022
307543,70360
307543,31840
382971,13131
446769,512
330097,18888
330097,27491
330097,1712
307981,80065
306519,95873
402678,3094
425728,14599
366192,39022
326865,77263
326865,6878
291207,21641
326066,2302
444889,52061
305110,5488
402323,33
402146,78104
402146,75102
380353,5137
380354,5137
263934,21617
379593,33
262900,585
280031,57940
277612,25530
277622,61373
360179,63460
302605,38154
359675,21505
264291,13429
324158,11359
324163,20722
360643,1426
400167,3094
324487,46210
441197,602
277845,25671
303873,1300
300875,12372
438157,46645
438411,106728
37743,602
420353,1183
437353,57286
321101,18477
417969,81797
356289,1124
300416,37053
299068,106205
356170,10605
356174,1432
416438,5089
374543,3166
320623,2159
290888,162
290746,31176
290747,2011
394076,8567
399608,1931
277396,10705
300674,30107
289973,29449
344841,653
290280,7448
290285,16466
344994,41463
290498,32192
289893,4606
396657,58641
287662,986
237440,15557
341109,1251
287843,404
287745,12442
287746,79495
287746,1679
358616,54117
358659,62736
288956,210
288957,2048
278128,4148
341927,1546
288147,11506
342209,24027
288662,29449
342624,10845
187998,174
286127,18767
286039,29384
289066,31176
286388,23372
289152,31214
289154,31215
286249,4
289251,18692
289364,602
339435,2125
286726,4606
286841,619
286843,15730
288863,7024
344071,13930
339733,299
286981,30059
187109,14259
211585,5
284821,3475
337487,52133
287136,27327
285047,46
285092,7201
285092,162
285350,31110
285616,296
285616,201
287307,4606
283580,28278
284620,28798
284620,11359
284633,28802
183932,21
283614,4606
283615,4606
285501,2021
334603,50582
334603,50583
3351,1311
289479,6
186877,5798
346099,119077
283045,602
332984,4606
281605,98269
182149,1941
182149,4606
282509,27783
285847,12372
333706,36252
258297,4606
209201,2446
209201,138196
25435,22209
256037,113721
256037,62744
155484,10453
184811,5078
280478,2098
131945,356
200106,7227
114972,72675
209433,21
331915,83239
331261,2
245679,87417
109323,3166
109323,60
14612,3166
146145,174
198802,1829
198802,344
24807,5
146121,6304
146121,7698
109325,3166
109325,60
198804,6181
24808,611
24808,2
146132,1735
109329,3166
109329,60
198805,74057
12588,2692
109332,16056
109332,174
146140,6246
146140,15139
146140,34401
198816,344
248099,12716
198820,1671
198820,8051
198820,11788
24810,3996
24810,5388
24810,3431
209248,18324
125882,132370
125882,327
125882,157
125882,1728
125882,2302
125882,21716
10933,6236
10933,101
10933,4606
198809,52981
198809,8051
198809,37793
198809,9185
109335,3166
109356,3324
198833,44089
12593,14238
12593,5067
12593,89283
12593,94147
12593,94148
198855,2126
198855,95832
248235,4
10942,2181
10942,25188
10942,3063
24811,38604
146146,19219
109337,3166
109337,6
109340,3166
248119,40012
248119,40013
248119,22289
248139,25288
198823,31084
109347,28864
109347,26646
125891,6181
198825,29519
146147,21
125893,10330
248127,2050
198838,18464
125897,10323
125897,10322
146148,5
248129,5488
14615,21
125907,13735
125907,4042
109364,44715
146158,4
146158,75119
248134,9006
248134,4853
248134,391
12591,35
12591,12007
146165,11976
198834,112127
248151,16466
198835,13644
198835,17367
198835,60663
14619,7772
14619,7773
14619,7774
125915,4331
248153,3324
248165,18760
10937,13549
10937,1444
10937,70
198836,52105
248156,13587
248156,1251
125919,2687
125919,8490
109376,5266
109376,60
109376,13501
146201,1432
24816,3166
198853,5940
12592,235
109380,1931
146202,18966
146202,5008
19884,3687
19884,882
125926,1728
125926,17593
125926,78362
125926,2302
248170,3282
10939,9
109397,34703
146209,2048
248179,4
14621,8828
14621,174
198845,344
109391,1784
109391,12391
109391,58796
125944,48431
125944,48432
146212,73326
10940,2181
10940,678
184817,29794
284643,72068
125945,19385
125945,39718
125945,94
125945,225
125945,21321
125945,6274
198859,67145
146214,87011
19886,3491
19886,12987
109401,38273
109401,38274
109401,5
125947,1432
24821,5241
24821,24493
24821,119141
285054,2048
14623,10163
14623,12362
14623,694
248212,34312
248212,34313
248212,21628
248212,34314
198870,29118
337950,2410
125952,311
125952,104
24822,12743
248241,2508
248241,19201
10941,2181
10941,678
285855,29384
14626,75482
14626,11332
14626,75483
198874,13644
125955,6181
109416,9015
286128,18758
286251,11622
286251,29627
198881,9329
198881,174
286419,29739
210518,15811
12596,20555
12596,81141
12596,17422
12596,711
12596,508
12596,4700
286728,4606
109420,8333
286844,12372
340301,53443
340301,7956
287189,30173
14627,7713
14627,7715
14627,294
125961,6181
14629,43
109425,1988
248259,19202
287308,24234
198904,1679
198904,21536
125965,10316
125965,53475
125965,53476
125965,807
125965,806
24825,4112
125966,10331
125966,10332
125966,10333
198905,6189
198905,35462
125967,6584
146295,12745
146295,9210
109430,40225
109430,12866
288663,28245
198908,100665
146296,67229
342862,162
288864,4606
198910,1931
109435,13914
109435,28205
288958,4606
289069,619
24826,174
289253,4606
198926,6
289365,26093
109437,63191
109437,63192
248261,4
19893,5328
19893,21
344178,15990
289894,7201
14630,2936
248263,4
198930,174
198940,7869
289974,29859
125980,2669
125980,1929
125980,33822
125980,5785
125980,17625
125980,2802
125980,440
109441,13999
109441,21
146300,49692
290500,32193
346265,86129
24827,3081
125990,37714
125990,6426
290749,7448
146304,33
298985,36249
198935,1054
198935,619
24828,5
374929,26473
24829,104
24829,3502
24829,6034
198939,4
109456,10554
126,7984
126,6480
146307,31317
126011,9221
300677,1704
376857,21
248319,1112
248319,22642
248319,16670
248319,75056
198943,6
146313,11624
146313,42002
109461,4319
126003,3318
126003,6896
397654,955
198961,2021
248328,21
438616,80706
198968,11907
198968,11901
109465,97
359691,10460
359691,42182
359691,1650
323421,223
126006,882
126006,104942
126006,13064
126006,104456
126006,104940
126006,11884
248373,13983
146318,12799
146318,22099
360476,76011
14632,2937
109466,21437
109466,7954
198982,28722
146320,90164
146320,1296
146320,5
248340,112065
248340,55459
248340,11228
304608,96305
109468,4051
146322,33
146322,4952
146322,542
109475,1765
248375,124
248380,95312
363236,65155
198996,3958
198996,4056
126017,201
126017,28190
126017,72198
146334,120598
248390,2908
248390,1115
248390,819
248390,3794
109481,6
109481,48791
14634,806
14634,7258
14634,2743
14634,11517
14634,20076
14634,11551
14634,2739
426042,83378
126019,174
109485,128462
109485,706
248392,78162
248392,78163
199011,1701
199011,8988
199011,14799
10949,2886
292166,4606
12602,5755
199015,2348
446517,3324
199029,1478
248401,1093
248401,850
248401,12344
248401,11921
248401,201
248401,4606
248401,22071
248401,35019
248401,35020
248401,132304
248401,132305
248401,132306
248401,18290
248401,12583
126031,9223
126031,35524
386375,836
126035,5
408675,1342
368745,694
267991,7201
126036,36975
126036,13800
295177,4606
146364,10102
314113,11907
126038,33
146368,28745
248423,67511
109514,30187
126039,36950
126039,36951
248434,52835
199030,21
126045,93207
10952,73997
10952,37350
10952,174
199032,2112
221650,7869
146375,7839
146375,2908
146375,1115
109526,62866
109526,5141
454323,16750
248458,174
199034,52129
199035,1478
146386,130475
146386,130476
146386,12078
146386,3464
146386,5542
248469,16628
248469,21
126059,8481
109528,12113
354843,16129
354843,4799
12606,4
455740,20353
146393,26727
393574,4375
248484,79324
248484,57147
248484,79325
126062,14873
146395,585
146395,588
356553,61942
248529,1376
146401,1353
109539,1281
199038,4318
126072,8967
146404,3324
146404,11808
10954,37581
10954,2359
10954,1429
528424,38337
248492,6
617322,67668
199045,174
14641,3637
248500,122452
126075,87414
126075,87415
109549,3245
248503,3033
199058,60
199058,11735
460162,91015
109551,9266
109551,4343
248507,356
248507,22123
248507,3012
248507,23441
248507,11773
248507,23081
248507,11924
248507,15893
248507,33956
248507,10611
248507,104
146432,344
463721,41973
535160,4395
594481,11111
669278,1282
672073,128970
672419,121870
470249,3094
472361,94116
472361,981
574314,95955
639911,84331
476210,21213
579295,114219
582634,16499
4835,1772
484677,5822
472361,94116
472361,981
286589,29863
262012,11907
324574,69901
486777,5078
485770,3448
744199,981
483516,96618
484702,96857
649124,95834
656504,140880
613875,38295
526211,104941
614717,5462
687598,23372
581763,102533
480171,95955
650829,125724
551930,82867
479733,95839
612612,2206
553578,880
479733,95839
689234,1183
689234,8011
689322,2502
480171,95955
685300,13888
687179,131259
686266,7197
686272,7197
524910,93099
64610,7191
641769,28350
610322,102227
549182,3161
474645,94655
476210,21213
546627,4853
546628,83364
472372,6860
472372,981
544375,10845
544382,6608
519050,8165
605113,72068
473068,21309
605594,13636
473518,58568
4750,1749
578630,7040
542263,344
471114,6
471114,6
601332,7197
542835,46832
47054,51784
47054,51784
471557,115656
60193,9387
603348,2048
572995,70637
540198,107303
540198,223
468981,44263
515271,104798
515557,90294
468981,44263
540734,53105
672098,33
673254,51613
474645,94655
6304,2062
538062,22642
538062,71436
668811,4581
568992,112401
672512,1931
467783,90194
669280,15634
467783,90194
667027,128258
630711,882
600309,33
536776,10845
536786,5099
53638,18789
665833,103052
565704,5822
465429,92273
465429,92273
597881,20327
597882,79736
466047,93107
594853,1241
665141,119596
539188,61119
62623,1546
662009,78813
535164,33
465233,4606
512324,296
464400,21354
464400,75862
511928,23372
511961,487
593547,882
593548,5975
626638,19683
626655,73467
593132,192
462211,91455
508408,23698
5080,1863
462211,91455
534206,108284
625396,54469
66074,96889
66074,42577
588855,955
705012,19090
487919,97535
705233,1399
749612,25
488041,41183
488046,14028
588862,955
621330,29729
460163,91017
530343,105663
460163,91017
460855,1747
65782,1028
508744,5846
5855,12782
627803,122561
556710,5822
616409,5488
652051,101203
528982,29739
532051,12617
459004,90778
459006,1477
459006,90781
654690,1931
415872,48266
415881,48266
583832,125524
435067,85500
455743,192
393870,127343
435408,438
374303,93679
374307,1251
317558,33333
317571,31840
433680,5822
316123,43405
353293,18789
353299,18789
391937,56503
297318,35219
372521,69943
413095,5822
269388,3324
432376,62741
373231,24941
373240,1931
352672,59921
352672,22492
350752,58861
295555,10330
451776,88789
370250,13119
450671,9387
391067,31547
369701,21641
452646,73863
388497,1478
294553,591
432755,18908
432756,44089
267576,18908
295347,2463
267995,96896
387545,13705
349113,5488
314513,118798
428494,12950
315413,10391
369954,15902
428340,83933
347492,35020
295178,4606
295179,4606
429268,84173
294111,439
448011,86192
367282,99983
310520,1946
310520,602
429046,174
266853,13431
348093,57675
428090,83875
408679,1342
369522,20974
348361,4606
330280,29515
366198,4606
366198,24826
293407,2121
347144,83889
330552,87417
42674,371
365434,5822
405094,17174
44595,98657
293000,12135
309983,34467
427555,619
426393,32930
265403,2021
406435,25
427024,83609
405752,11837
328681,47801
328686,8500
444463,15139
444463,53930
364520,65865
382998,89789
382998,29654
382998,56048
445745,87509
292426,680
329250,48006
445361,955
445362,7024
404592,4375
426043,50843
368003,4964
368003,4780
291582,12372
292170,1775
279858,162
305430,1704
305430,2328
306524,44089
442280,2060
424512,42589
362945,18247
422885,192
424215,33
44342,45867
361199,109461
291231,21
422013,42498
422015,57485
277628,96461
441280,10882
421864,132333
381091,8402
381097,8402
306794,17
263767,28292
307282,4606
307282,73991
303924,84467
422481,82677
422483,81510
422483,31684
400924,77771
39941,5794
421511,72773
378824,8402
423816,125624
303173,174
261888,137703
322957,48266
439607,602
421293,12866
301858,4606
276067,25035
358680,5
440637,86328
376871,94829
39832,5792
323963,29729
379049,8402
439246,602
320884,42272
275031,602
275034,602
420095,19544
378162,23372
417985,4948
359439,9335
416454,81476
322750,1018
301400,12372
397663,4853
397021,3093
397036,18525
436872,85767
2732,39641
417317,18677
375662,71437
398994,77281
358193,62551
358193,16772
396673,3094
396677,3094
437622,14026
437622,7131
394226,75931
299188,30321
437427,1869
319031,11907
374651,88274
374652,3391
298987,30060
299106,30630
299106,3391
263150,85232
290750,15720
238454,235
300450,5507
290335,31840
290503,18324
289896,4606
289899,29165
343886,5
289975,12372
288867,7201
290604,29803
288959,7024
288961,30139
289073,619
289074,619
343077,49835
318908,17085
318916,4606
288665,12372
342625,54540
289370,23372
288243,3391
288243,4606
28743,1360
287671,986
287748,28112
287749,1449
286845,7448
286848,7448
287941,124
287208,30186
340573,4606
289713,2328
289713,46
343234,105121
287538,30412
287540,602
344208,1342
341950,54220
341953,42295
211006,34352
287310,7201
289543,210
286423,12372
286425,29742
288532,9
288532,14074
286729,1704
286732,4606
339754,39865
339758,4977
338478,52626
288420,2047
286133,18767
289155,2123
286041,29384
286042,619
2381,344
286270,29657
342444,5
343706,11331
342966,13587
286590,12372
186757,3631
339578,32999
284656,5
28467,4813
337712,8955
340326,56041
340377,15556
186930,5798
285526,58298
237201,52271
334594,50577
283352,89455
283360,1574
184252,11874
285057,4606
285059,210
283331,986
283331,1251
283332,521
336861,124
342863,162
183983,34513
331952,1227
2820,2298
280885,3391
281688,162
333243,3632
333001,25564
283582,28280
283584,619
281623,86129
281623,21512
33147,5259
280430,5010
183268,44715
330945,35322
282299,4606
256600,20500
330778,48599
282196,80422
20965,3873
20965,3874
333838,42670
148890,2159
112959,192
283642,2121
185401,69624
185401,4960
337329,33
337743,1251
337743,6187
285737,19677
285893,29443
286046,22910
286293,7024
286427,14975
3398,1373
287046,13983
287214,2328
287311,24234
287439,30321
287546,23372
287679,12994
287750,1449
287942,17343
341955,51545
342626,54544
342626,44300
342872,129824
288962,31109
289156,2126
343765,33
28990,10435
289978,29384
290340,89382
346132,67979
290754,29739
416098,76097
299419,13983
397039,3094
439046,86111
