FILMID,COMPANYID
61676,103986
61676,103987
61676,103988
557818,59567
557818,59568
616778,882
528353,105293
504326,602
618429,47729
505570,25523
555992,110462
555992,110463
6547,1704
6547,46
652701,18201
652701,2161
505572,101043
457837,103356
55600,4903
61843,4231
654706,97496
504319,759
61678,1889
50433,70402
50433,6082
50433,70403
528360,33681
586391,12009
586391,31123
586391,134013
45784,79413
584998,115306
618463,139348
65472,10726
457850,49261
618450,55878
618450,26727
528372,94806
55784,16704
55784,11480
55601,19584
654721,26987
652715,125998
616808,131847
528389,46706
528423,4
618466,13133
529524,3315
586403,44476
504332,487
654727,126418
654727,126419
55602,74347
55602,5164
586393,882
5056,1846
557842,31052
61949,4006
457859,8608
618485,13788
50560,15347
61848,53361
61848,730
618489,13133
556024,955
530208,107943
557849,31052
505603,5565
505603,1556
504345,29566
45787,16200
45787,4919
50435,67617
50435,67618
50435,5355
652738,39619
652738,85743
652738,11796
652738,99350
652738,99351
655722,107074
655722,10915
652741,272
652741,56167
528387,105303
459065,10560
619505,13131
586465,14145
55785,8303
55785,107356
586454,115577
50438,83236
586456,115579
586456,115580
505606,101330
53021,1167
53021,20199
53021,219
618490,23372
6185,2045
529530,7588
55786,15460
55861,3608
58732,25
4579,10001
65573,1378
528391,2999
616816,22164
616816,1818
618513,101641
652744,7353
654742,107910
654742,131765
58733,1314
50562,120331
655730,2015
585017,1353
585017,48722
586458,136304
586458,106405
586458,109383
586458,73928
586458,127736
586458,110406
586458,136305
585013,3052
55864,14092
45905,13495
45905,1002
45905,1274
528398,29729
61852,8158
655731,3153
528399,33
52954,174
52954,8298
50632,5822
557875,4581
45791,2731
45791,36204
45791,36205
45791,36206
45791,6705
45791,11752
45791,686
55604,21
618527,117099
618527,85315
586460,115582
586460,33556
65475,20849
65475,26803
65475,75001
65475,850
65475,104
65475,310
65475,6744
65475,1583
652776,84068
652776,7119
457915,78488
457915,1182
457915,117226
457915,67412
457915,103476
459068,60003
459068,90999
459068,9198
459068,91000
61954,10399
55788,7036
55788,868
587332,37432
587332,115812
558655,68884
558655,89115
585025,4
652762,9300
652762,5822
505626,81003
619556,6458
619556,81750
619556,1245
619556,137099
619556,137100
619556,310
654766,7119
655737,1465
530227,41001
530227,20441
457917,12010
529547,5
459078,40332
616826,5822
652766,95789
52840,174
655743,17458
45792,59335
616829,30194
585033,20121
65477,12624
457920,20162
528400,105305
53023,14680
505638,56655
505638,587
505638,162
556115,1145
52841,21
616827,21873
616827,84988
616827,121009
616827,52352
616827,121010
506339,3324
58736,16059
58736,19155
61855,21
655756,1251
587396,7588
6196,1774
459109,97687
457927,28107
556130,27693
55792,41
529550,5
52842,4190
52842,46648
459790,5822
619585,46774
53024,72791
53024,108668
45793,7508
45793,60
618554,88085
618554,55081
58504,10446
58504,955
457930,4
616863,235
459110,5542
58648,33
58648,23
55871,4213
655774,18142
655774,52024
618567,56689
529575,34774
586480,57977
586480,1598
586480,115586
556155,7131
558713,110874
61683,7010
616839,10713
619594,7029
619594,5122
619594,51654
6548,602
529567,105537
61856,21
65579,14063
506345,127984
586482,115585
616841,694
61857,7061
61857,7060
61857,21702
61857,5622
61857,9111
61857,104
557947,110723
557947,23008
557947,8147
459127,90803
654806,10473
529573,105544
618570,10864
557950,7625
557950,70
457940,90442
557946,101339
50566,76704
50566,10688
50566,2
65481,45988
65481,54179
65481,46
557958,15505
5562,11284
5562,11285
52843,6
55872,4213
55872,6
504416,3735
655789,3153
50567,17341
45914,3324
505676,47634
655794,87066
585053,58596
654824,9381
654824,16733
528436,13133
504420,106926
504420,4442
45915,12508
528437,105310
5874,1054
5874,619
556202,11977
58649,7588
58649,13651
65283,1649
65283,11788
616849,6548
457958,70445
45978,4790
45978,192
505688,1632
557980,110731
557980,20262
557980,68160
654826,98954
654826,7131
654826,3040
654826,792
61685,54563
61685,5557
587405,6858
65282,6
459153,29938
459153,41466
618588,1632
618588,24049
618588,8147
618588,100033
61962,81990
61962,83425
528438,1432
45799,356
45799,58353
45799,42152
50444,142
50444,14035
50444,1133
528439,4395
53026,1728
53026,14680
53026,1147
53026,14683
652903,1931
557992,344
557993,2159
586494,118235
586494,74010
586494,6755
652847,60390
652847,34345
652847,64882
6558,16971
6558,2
6558,120254
58507,79509
655797,44460
655797,8789
655797,25
655797,11749
655797,1556
655797,67210
504448,18390
504448,18388
504448,18389
530266,80694
52844,15957
619625,32185
619625,31098
459789,882
558759,3324
556270,3749
556270,12154
585076,16
558753,67906
558753,96459
65580,174
654829,6
50448,3324
53027,41
65581,174
61964,4063
61964,894
55628,3852
619638,133224
619638,127736
65286,21978
530277,5822
530277,9221
458,2122
459792,981
58508,521
4580,20846
4580,82
585086,12583
585086,72130
585086,2345
53028,16366
53028,14683
58509,6246
459800,3268
528455,5488
558758,110882
6529,2532
6529,3381
6529,174
530281,5822
619644,94525
619644,64740
459804,3268
50450,73348
50450,4599
65288,26727
45800,21
587416,1051
585093,3307
585093,58568
585093,6961
585093,121266
619650,131471
459805,90944
55631,12718
50451,2015
50451,3324
558763,137667
558763,137668
558763,137669
61966,3006
587413,6434
587413,12444
616886,23832
616886,120991
61689,17526
61689,14590
61689,22046
45983,113
52846,5
558766,27718
558766,6953
558766,9148
504511,60961
506369,20121
52847,21
65290,4
53029,4294
655838,95789
655838,88163
655838,1354
65584,17466
52848,174
58744,22117
458002,89185
458004,5822
504513,168
504513,15165
504513,100872
504513,59739
504513,42927
458252,20338
458252,591
52878,73168
52878,4009
458254,90543
50479,3213
50479,5003
653364,7710
653364,75600
585499,115412
65337,868
65337,7036
45827,3166
556712,37929
617333,92043
617333,10901
617333,136106
556714,110554
556714,110555
556714,73976
556714,6878
617336,28184
5048,6454
5048,1832
5048,874
653371,11453
653371,11454
653371,11455
653371,6529
65338,3416
458274,587
458274,124
504806,28353
504806,46
504806,26290
50482,882
617342,104105
653392,126105
585541,115427
58552,3213
58552,28533
58552,29272
6174,2039
61738,7855
61738,1377
55676,7281
55676,14
458294,3431
45830,52132
65344,27316
504851,41055
55677,4606
55677,96
504857,5845
61742,29737
61742,25
52883,45254
52883,8431
52883,83303
52883,132393
52882,44646
504859,119365
504859,10272
504859,162
55680,63419
55680,8899
55680,12799
65347,7188
458335,52258
458328,57585
556813,15505
45833,15572
45833,2825
45833,1093
6175,2040
585569,882
653474,882
653474,102234
58557,1005
58557,6181
58557,2802
58557,2801
58557,4521
58557,10376
58557,14451
58557,24993
58557,47357
6535,1557
6535,2095
617502,1020
55685,73556
556853,2963
585575,89736
458337,90569
556856,1889
653528,8789
653528,1556
458340,77997
61752,43
61752,4319
653568,89386
653568,14862
458342,1785
617544,43867
556859,3324
504892,105695
504892,137034
585580,98737
585580,100597
585580,98738
45835,27507
45835,682
585581,98737
585581,100597
585581,98738
58559,12180
58559,3452
58559,35139
556867,89261
556867,110799
556867,118666
556867,118667
653578,135790
653578,15181
653578,128976
504894,29739
504897,5822
52886,26373
52886,1444
458357,23372
585598,115437
585598,201
585598,115442
585598,13668
585598,107074
585598,8492
55687,7405
55687,7954
61755,20835
5049,28535
50492,70605
50492,58716
50492,1218
458360,4606
6536,2032
458361,4606
458377,714
585607,115444
528864,72258
528864,7131
528864,112787
528864,113418
653593,70237
55689,34038
55689,19485
45838,5710
585644,89706
653606,2570
653606,141072
653606,3095
458380,67140
556907,72146
556907,104531
556907,90316
617594,131703
50495,70806
617599,235
45839,6023
45839,6024
505934,101116
505934,101117
505934,29729
653664,2932
653664,59822
58570,5632
55823,30931
55823,1216
585702,123290
585702,26261
585702,94662
585702,121325
585702,851
585702,105868
585702,1583
585702,2683
585702,77396
585702,36168
618996,123347
45942,23447
45942,744
45942,16366
45942,26803
45942,33149
45942,78379
45942,104
45942,94
617603,7486
505940,7395
50497,1490
6176,27540
6176,27542
6176,4606
458394,104151
528924,105401
528924,1391
655168,85063
655168,836
55825,32299
529877,29866
459422,882
586840,7588
505945,420
585712,98737
585712,98738
55692,9383
55692,25
655185,69223
655185,6480
558252,16079
558252,104250
558254,55081
65364,7903
65364,8456
655187,6458
655187,122144
655187,126389
655187,53440
655187,17121
655187,135368
655187,13287
459423,14033
459423,57149
45840,174
45840,135624
52894,13549
52894,1444
586842,7588
529881,81153
458433,74415
585721,98737
585721,100597
585721,98738
505950,31789
528957,4
55694,2090
52897,6579
52897,6580
459429,90874
459429,90875
459429,90876
459429,90877
504994,3324
459435,90878
617622,121093
617622,16934
505951,16399
505951,6808
617624,13754
585735,8197
585735,124
458414,90591
458414,82550
458414,21071
655219,126393
655219,126394
505953,81187
505953,3427
586859,138882
586859,102580
586859,4
5050,75721
5050,1752
5050,82691
459437,4343
505007,100958
61766,52561
558295,68350
558295,981
61903,37662
61903,19149
65522,115675
65522,115676
458443,5024
458443,6893
58576,10005
528983,29739
505003,19679
585768,3268
458454,1818
459447,6181
617683,955
586867,6878
586867,16055
586867,89711
586867,121375
586867,30986
586867,5085
61765,7110
61765,64
61765,12111
619041,882
505009,100959
61905,7344
61905,1181
61905,9335
61905,29566
61905,31123
65524,96032
65524,10329
558306,694
558306,89096
558296,17174
558296,11359
558296,33928
558296,310
556981,110580
653709,1931
458457,138166
45946,52835
655246,1251
61769,7022
655243,2999
506,33
506,10715
585772,4859
52992,174
505015,29566
505015,91991
505015,122144
505015,103476
505015,67412
505015,124541
505015,7680
558312,119
558312,46509
653708,3353
653708,288
653708,81259
65527,96246
529921,105617
52900,22480
529999,23372
528998,24156
528998,19999
528998,5056
528998,25954
55699,4
5060,10329
5060,10265
585786,98737
585786,100597
585788,955
653733,17037
653733,135005
653733,135006
50503,8105
655266,10826
655266,119491
505018,1889
6177,2041
61770,3448
61770,14063
58690,52089
58690,52091
58690,15343
558320,110805
558320,927
458478,90614
458478,6616
505036,12774
505036,168
505036,1583
50600,21
65374,12293
61908,5229
50507,39985
50507,3619
50507,35439
529945,41698
529945,105623
459478,622
655273,101192
45948,745
619083,3627
653775,41964
586911,35282
58691,1331
58691,4715
529950,41698
529950,105623
586925,10473
655278,16733
459490,7398
459484,33385
506025,17643
506025,48389
506025,28473
61909,15148
61909,15352
52996,30064
459494,6181
65528,19101
65528,61414
65528,21172
65528,19102
506043,44106
506043,3061
65385,1640
557155,89936
585870,12986
58591,20353
58591,115860
61783,7029
61783,8471
61783,792
585955,106721
620490,121535
46033,7164
558333,110807
558333,96220
558333,112781
558333,21810
558333,6480
653854,10227
653854,2
459488,60343
529103,105571
655297,95149
655297,119
655297,118
655297,7843
506046,9205
5858,680
52999,69195
52999,635
52999,84800
52999,8138
52999,310
52999,591
617714,73025
505201,100977
58693,45251
58693,1331
50605,4896
530800,52412
530800,3391
529010,67668
588121,101457
58596,83
58596,324
52998,15553
52998,2316
52998,28040
52998,1041
52998,1583
52998,104
52998,591
52998,981
506049,101138
61772,7026
61772,7027
588108,7819
588108,53445
655302,110011
655302,77416
655302,126408
620492,29923
586931,5
655303,110011
655303,77416
655303,126408
45950,2683
45950,2441
45950,18973
4595,478
55835,26077
506069,101144
460331,91061
619106,17643
619106,105690
619106,87915
50506,63634
50506,6426
50506,4056
506958,107465
506958,107466
588104,6308
588104,33
620496,48420
620496,12113
620496,66789
620496,20170
620496,77802
620496,8582
460331,91061
460385,91065
460385,91065
506961,110547
65687,1931
559505,5153
588119,10473
620498,45489
620498,121537
620498,37826
620498,4606
620498,587
530834,95864
460340,5128
460340,20863
620522,880
620500,112559
55951,7143
55951,7125
460340,5128
460340,20863
460349,15868
460349,5198
460349,7516
656925,1931
460349,15868
460349,5198
460349,7516
506965,101347
506965,79632
506965,2027
506965,4606
506965,587
558350,3324
530840,4581
55952,10316
55952,40006
55952,4992
55952,21258
55952,37299
58694,1772
58694,7110
5061,364
5061,1847
506099,141084
558354,20193
50697,2650
45952,26773
45952,487
656912,130220
460356,5822
619162,192
50610,6433
460356,5822
58695,42845
530855,105762
558362,3324
55836,1497
55836,14680
65532,13705
586964,55938
65537,104908
65537,7016
619173,121344
619173,12386
655330,101192
586967,5822
656918,107653
55956,2788
55956,124844
530858,11928
65692,1931
58815,33
559562,529
53086,26520
53086,5950
46038,33
655331,101192
46038,33
460375,18078
460375,18078
586980,44261
620623,26789
620642,1650
620642,28057
620642,11994
459560,882
588172,101192
559578,111017
559578,43906
460384,13644
460384,13644
65534,9
530072,3161
558390,955
559566,529
619195,8598
588175,70848
588175,41020
588175,41019
588175,33916
586988,6434
586988,12444
459558,882
620666,17018
55958,65276
530042,35322
588187,101192
655366,14431
619274,121369
656928,30888
656928,8210
656928,4350
530046,81870
655368,73926
655368,119914
558400,118095
558400,5679
586990,46010
46039,19228
588199,135251
619239,83812
619239,69985
459564,882
655369,102468
46039,19228
65694,181
65694,74204
65694,2441
65694,486
65694,6274
65694,310
65694,104
65694,3467
65694,16366
620667,1392
61925,10519
460396,91067
460396,5438
459567,49119
507,285
62067,28514
58820,2015
558401,5679
460396,91067
460396,5438
587003,50946
587003,10622
58701,641
5070,83
5070,147
5070,796
5070,856
5070,1852
5070,1853
58702,1131
530926,9223
530926,14137
619263,70142
558405,4194
558405,8136
558405,9223
530918,107894
45958,7116
45958,5444
45958,10146
45958,2875
45958,5085
45958,981
460398,91067
460398,5438
6554,602
6554,41111
459570,882
53006,12820
588224,112168
588224,86074
620696,16365
619271,7521
530076,89435
530076,20277
530076,15159
58703,371
460398,91067
460398,5438
620738,11332
459583,94630
459584,90913
459584,90914
459584,90915
6207,2047
460400,5438
587038,296
506152,101153
619277,5822
46040,2320
46040,3942
53093,9387
45959,6677
50700,29520
50700,5113
46040,2320
46040,3942
5596,602
587034,296
655447,115817
530080,5822
620702,87012
620702,74822
656951,487
656957,114803
460400,5438
55960,641
53094,46
620704,2689
588283,1241
58706,9290
506155,101155
459591,90918
530081,117122
619292,26435
459595,19820
558421,81265
506157,1632
619297,27049
619297,105751
53009,10522
53009,1579
459592,882
506156,48941
588296,70551
588296,2027
588296,4606
656968,1645
656968,73649
656968,15990
53095,7903
53095,8456
53095,27784
558429,3324
65546,1460
65546,21
655588,46
620710,4762
619331,29739
61930,70436
587080,67328
530097,63805
530966,3245
655463,101192
619315,39477
619315,10622
459627,344
459629,981
619312,39477
46041,364
46041,20826
558441,12029
46042,4928
50701,21375
46041,364
46041,20826
506184,15634
587098,120359
656975,126693
656975,126694
620721,121571
620721,2689
620727,121571
620727,2689
65698,174
559651,78758
588320,115929
460435,91075
460435,77908
46042,4928
620734,121571
620734,2689
619316,115773
619316,121382
619316,73167
460435,91075
460435,77908
656991,12219
656991,136604
656991,136605
559657,68300
58833,82
53010,2250
53010,2927
53010,11199
53010,19491
53010,856
53010,819
53010,11620
53010,11920
53010,72497
53010,7455
53010,311
53010,356
460436,15847
460436,15847
65700,50003
65700,50004
531001,117941
531,297
588342,35282
460458,47
460458,13161
460458,342
46045,94934
46045,3094
46045,94934
46045,3094
507022,11671
460458,47
460458,13161
460458,342
531003,105797
531003,109202
588343,4
65701,50786
65701,35953
559685,130107
620742,2689
507023,15214
460465,76907
460465,8000
460465,12
460465,174
460465,2806
53102,26727
657018,118283
657018,136632
657018,6438
620752,3164
507027,18758
460465,76907
460465,8000
460465,12
460465,174
460465,2806
46047,11735
588345,91166
531029,12617
531029,14620
507029,13133
620758,9300
620758,88543
46047,11735
588347,29201
588347,14683
507034,14625
559695,5076
657021,10845
657021,19126
531127,882
620759,3324
62077,12488
62077,29266
62077,57294
62077,106674
62077,10031
62077,123252
507039,115313
620773,174
620773,9329
